School Type,Teacher-to-student ratio,Attendance,Mathematics Books,Mock result,NECTA result
Government,185,50,Not Own Book,F,0
Private,58,85,Not Own Book,B,1
Private,75,89,Own a Book,A,1
Private,51,88,Own a Book,B,1
Government,165,50,Not Own Book,D,0
Private,85,78,Own a Book,A,1
Private,50,82,Own a Book,A,1
Government,89,69,Own a Book,C,1
Private,55,74,Own a Book,D,1
Government,142,76,Not Own Book,F,0
Private,54,87,Not Own Book,D,1
Government,212,59,Not Own Book,F,0
Government,169,71,Not Own Book,F,0
Government,176,55,Not Own Book,F,0
Government,78,69,Not Own Book,D,0
Private,94,75,Not Own Book,A,1
Government,179,53,Not Own Book,F,0
Private,64,84,Own a Book,A,1
Private,51,82,Own a Book,C,1
Government,146,73,Not Own Book,D,1
Government,129,69,Own a Book,F,1
Private,68,99,Own a Book,B,1
Private,64,86,Own a Book,C,1
Private,85,65,Own a Book,F,1
Government,60,50,Own a Book,F,0
Private,96,79,Not Own Book,D,0
Government,194,92,Not Own Book,F,0
Private,78,87,Own a Book,B,1
Government,143,81,Not Own Book,F,0
Private,91,95,Own a Book,B,1
Government,148,57,Not Own Book,C,1
Private,70,75,Own a Book,C,1
Government,201,76,Not Own Book,F,0
Government,244,50,Own a Book,B,1
Government,106,79,Own a Book,A,1
Private,81,87,Own a Book,B,1
Government,101,76,Not Own Book,F,0
Private,82,90,Own a Book,A,1
Government,114,73,Own a Book,D,0
Government,204,71,Own a Book,F,0
Private,73,89,Own a Book,A,1
Private,75,88,Own a Book,B,1
Private,99,78,Own a Book,F,0
Private,64,85,Not Own Book,B,1
Government,180,91,Not Own Book,A,1
Government,121,73,Own a Book,C,1
Private,92,95,Own a Book,B,1
Private,101,81,Own a Book,D,0
Private,71,80,Own a Book,C,1
Private,50,79,Own a Book,A,1
Government,119,56,Own a Book,F,0
Private,111,76,Not Own Book,F,0
Government,123,72,Not Own Book,C,1
Government,229,66,Own a Book,F,0
Private,65,94,Own a Book,D,0
Private,65,85,Own a Book,A,1
Private,86,71,Own a Book,D,1
Government,179,74,Not Own Book,F,0
Private,87,73,Own a Book,B,1
Private,75,89,Own a Book,A,1
Government,196,62,Not Own Book,D,0
Government,193,72,Not Own Book,F,0
Private,92,77,Own a Book,F,0
Private,65,93,Own a Book,B,1
Private,90,88,Not Own Book,C,1
Private,67,85,Own a Book,D,1
Private,72,76,Own a Book,A,1
Private,72,99,Own a Book,A,1
Government,105,60,Not Own Book,F,0
Government,71,72,Not Own Book,D,1
Private,93,81,Own a Book,A,1
Government,118,92,Not Own Book,D,0
Government,137,71,Not Own Book,F,0
Private,64,83,Not Own Book,B,1
Private,71,92,Own a Book,C,1
Private,67,93,Not Own Book,A,1
Private,94,90,Own a Book,D,1
Government,123,66,Own a Book,F,0
Government,227,74,Own a Book,D,0
Government,201,68,Not Own Book,D,0
Private,67,87,Own a Book,B,1
Government,164,62,Not Own Book,F,0
Private,82,77,Not Own Book,D,1
Government,187,75,Own a Book,C,1
Private,89,92,Own a Book,A,1
Government,158,82,Own a Book,F,0
Government,107,70,Not Own Book,D,1
Government,178,67,Own a Book,D,1
Private,71,78,Own a Book,A,1
Government,60,69,Own a Book,C,1
Government,167,73,Not Own Book,D,0
Government,116,51,Own a Book,F,0
Private,68,95,Own a Book,B,1
Private,75,83,Own a Book,A,1
Private,51,86,Not Own Book,A,1
Private,77,92,Own a Book,B,1
Private,70,87,Own a Book,B,1
Government,110,84,Own a Book,C,1
Government,152,76,Not Own Book,F,0
Government,73,68,Not Own Book,C,1
Government,153,50,Not Own Book,F,0
Government,171,79,Not Own Book,F,0
Government,163,58,Own a Book,D,1
Private,86,93,Own a Book,D,1
Government,202,74,Not Own Book,A,1
Government,146,68,Not Own Book,F,0
Government,199,79,Own a Book,C,0
Private,73,91,Not Own Book,A,1
Government,118,73,Own a Book,A,1
Private,69,75,Not Own Book,B,1
Private,79,88,Own a Book,B,1
Government,198,57,Own a Book,B,1
Government,150,59,Not Own Book,F,0
Government,119,66,Not Own Book,F,0
Government,214,84,Not Own Book,F,0
Private,53,90,Own a Book,C,1
Government,119,74,Not Own Book,F,0
Government,190,77,Own a Book,D,1
Private,101,81,Own a Book,A,1
Private,82,76,Own a Book,B,1
Private,78,75,Own a Book,B,1
Government,136,72,Not Own Book,D,0
Private,83,94,Own a Book,A,1
Private,76,94,Own a Book,B,1
Government,116,61,Own a Book,B,1
Government,136,83,Not Own Book,D,1
Government,110,90,Own a Book,A,1
Government,150,76,Not Own Book,B,1
Government,157,84,Own a Book,C,1
Government,223,78,Not Own Book,F,0
Private,66,86,Own a Book,D,0
Government,141,63,Not Own Book,F,0
Private,93,76,Own a Book,C,1
Private,102,84,Own a Book,B,1
Private,82,86,Own a Book,B,1
Government,138,67,Not Own Book,D,1
Government,128,68,Not Own Book,D,1
Government,67,50,Own a Book,F,0
Government,108,77,Own a Book,B,1
Government,154,78,Not Own Book,B,1
Private,72,90,Own a Book,D,0
Government,178,58,Not Own Book,D,0
Government,141,73,Not Own Book,F,0
Private,64,88,Own a Book,B,1
Private,80,91,Own a Book,B,1
Private,112,98,Own a Book,B,1
Private,70,86,Own a Book,C,1
Private,77,89,Own a Book,A,1
Government,188,61,Own a Book,F,0
Private,66,94,Not Own Book,B,1
Private,94,92,Own a Book,C,1
Private,51,89,Own a Book,A,1
Private,68,80,Own a Book,D,1
Government,135,63,Not Own Book,D,1
Private,77,75,Not Own Book,F,0
Private,50,83,Own a Book,D,1
Private,95,92,Not Own Book,D,1
Government,168,73,Own a Book,D,1
Government,200,71,Not Own Book,F,0
Government,222,84,Not Own Book,D,1
Government,116,73,Not Own Book,F,0
Private,50,83,Not Own Book,B,1
Government,201,63,Not Own Book,C,1
Private,70,86,Not Own Book,B,1
Private,58,84,Own a Book,A,1
Government,175,79,Own a Book,F,0
Private,111,90,Own a Book,B,1
Private,73,85,Own a Book,C,1
Government,192,67,Not Own Book,F,0
Government,105,77,Own a Book,B,1
Government,74,80,Not Own Book,B,1
Private,88,75,Not Own Book,D,0
Private,83,86,Own a Book,B,1
Government,129,70,Own a Book,F,0
Government,226,75,Own a Book,D,1
Government,70,71,Own a Book,C,1
Private,56,90,Own a Book,B,1
Government,125,67,Not Own Book,D,0
Private,69,82,Own a Book,A,1
Government,215,77,Not Own Book,F,0
Private,75,93,Own a Book,A,1
Government,141,76,Own a Book,C,1
Private,55,93,Own a Book,A,1
Government,198,60,Not Own Book,F,0
Government,98,64,Not Own Book,C,1
Private,55,95,Own a Book,A,1
Private,68,90,Own a Book,A,1
Private,77,88,Own a Book,C,1
Government,117,67,Own a Book,D,1
Private,85,96,Own a Book,B,1
Private,70,75,Own a Book,D,0
Private,90,90,Own a Book,D,0
Private,82,87,Own a Book,A,1
Private,101,79,Own a Book,B,1
Government,130,86,Not Own Book,C,1
Private,87,69,Own a Book,C,1
Private,50,88,Own a Book,A,1
Private,118,91,Own a Book,F,0
Private,86,81,Own a Book,C,1
Private,70,89,Own a Book,A,1
Government,138,67,Not Own Book,D,0
Private,71,94,Own a Book,A,1
Private,102,99,Own a Book,A,1
Government,190,73,Own a Book,D,0
Private,68,92,Own a Book,B,1
Government,94,60,Not Own Book,F,0
Government,203,72,Own a Book,D,0
Government,187,66,Not Own Book,D,0
Government,181,77,Not Own Book,F,0
Private,73,78,Own a Book,A,1
Private,70,80,Own a Book,C,1
Private,100,96,Not Own Book,A,1
Private,101,89,Not Own Book,B,1
Government,178,83,Own a Book,F,0
Private,89,90,Own a Book,A,1
Government,160,75,Not Own Book,F,0
Private,54,85,Own a Book,C,1
Private,60,86,Own a Book,A,1
Private,92,94,Own a Book,A,1
Government,207,68,Own a Book,F,0
Government,197,81,Own a Book,F,0
Private,80,87,Own a Book,B,1
Government,199,58,Not Own Book,F,0
Government,147,57,Not Own Book,F,0
Government,177,68,Own a Book,B,1
Private,71,94,Own a Book,C,1
Private,59,83,Own a Book,C,1
Private,87,93,Own a Book,B,1
Private,94,88,Own a Book,B,1
Government,261,76,Own a Book,F,0
Private,78,85,Own a Book,B,1
Private,59,89,Not Own Book,C,1
Government,135,79,Not Own Book,B,1
Government,143,69,Own a Book,D,1
Private,77,84,Own a Book,C,1
Private,82,75,Own a Book,C,1
Government,166,75,Own a Book,C,1
Government,184,62,Own a Book,F,0
Private,77,84,Own a Book,F,0
Private,50,80,Own a Book,B,1
Government,160,67,Own a Book,D,1
Government,153,90,Own a Book,A,1
Private,83,90,Own a Book,A,1
Private,69,83,Own a Book,D,1
Government,160,65,Not Own Book,D,1
Private,83,77,Own a Book,F,0
Private,72,80,Own a Book,A,1
Government,180,57,Not Own Book,F,0
Government,153,72,Own a Book,C,1
Government,157,74,Own a Book,F,0
Government,60,70,Not Own Book,D,1
Private,57,90,Own a Book,C,1
Private,57,82,Own a Book,A,1
Government,159,58,Own a Book,D,0
Private,94,79,Own a Book,C,1
Government,144,58,Not Own Book,F,0
Private,87,90,Not Own Book,D,0
Government,179,90,Own a Book,A,1
Private,77,80,Own a Book,D,1
Government,175,66,Not Own Book,C,0
Private,78,89,Own a Book,A,1
Government,143,67,Own a Book,C,0
Government,167,73,Own a Book,D,1
Government,215,64,Not Own Book,D,0
Private,82,83,Not Own Book,C,1
Government,159,68,Not Own Book,F,0
Government,110,73,Own a Book,C,0
Private,96,96,Own a Book,A,1
Private,53,90,Own a Book,B,1
Government,73,67,Not Own Book,A,1
Government,166,78,Not Own Book,B,1
Private,61,95,Own a Book,C,1
Government,199,66,Not Own Book,F,1
Government,74,68,Not Own Book,F,0
Private,89,85,Not Own Book,A,1
Government,186,78,Not Own Book,F,0
Government,155,70,Own a Book,D,1
Private,50,78,Own a Book,B,1
Government,72,74,Not Own Book,D,1
Government,160,84,Own a Book,D,1
Private,71,98,Own a Book,D,0
Government,182,65,Not Own Book,F,0
Government,146,63,Own a Book,D,0
Private,72,99,Own a Book,A,1
Private,50,98,Own a Book,A,1
Government,187,74,Own a Book,D,1
Government,120,52,Own a Book,C,1
Government,132,63,Not Own Book,F,0
Government,101,59,Own a Book,B,1
Government,80,88,Not Own Book,C,1
Private,97,77,Own a Book,C,1
Private,86,99,Own a Book,A,1
Government,186,68,Own a Book,F,0
Private,71,79,Own a Book,D,0
Private,50,94,Own a Book,C,1
Private,106,92,Own a Book,A,1
Private,81,79,Own a Book,B,1
Private,77,87,Not Own Book,C,1
Government,133,83,Own a Book,A,1
Government,60,65,Own a Book,B,1
Government,201,86,Own a Book,D,1
Private,59,82,Own a Book,A,1
Government,174,53,Own a Book,F,0
Government,184,70,Own a Book,F,0
Government,165,55,Own a Book,D,0
Government,171,71,Not Own Book,D,0
Government,210,70,Own a Book,D,1
Government,114,62,Not Own Book,D,0
Government,157,88,Not Own Book,F,0
Private,71,87,Own a Book,C,1
Private,50,94,Own a Book,B,1
Government,162,79,Not Own Book,F,0
Government,206,87,Own a Book,B,1
Government,211,57,Not Own Book,B,1
Private,102,75,Own a Book,D,0
Private,50,99,Not Own Book,C,1
Government,223,75,Not Own Book,F,0
Private,77,88,Own a Book,C,1
Government,222,68,Own a Book,F,0
Private,69,85,Own a Book,A,1
Private,67,94,Not Own Book,B,1
Government,95,55,Not Own Book,F,0
Government,184,74,Not Own Book,D,1
Private,82,95,Own a Book,A,1
Private,58,93,Own a Book,A,1
Government,60,69,Not Own Book,C,1
Private,81,87,Not Own Book,C,1
Private,82,96,Own a Book,F,0
Private,60,92,Own a Book,A,1
Government,96,87,Own a Book,C,1
Government,179,52,Own a Book,C,1
Private,102,94,Not Own Book,F,0
Private,67,82,Own a Book,A,1
Private,61,87,Own a Book,A,1
Government,163,83,Not Own Book,B,1
Government,178,59,Own a Book,C,1
Government,133,91,Own a Book,C,1
Government,241,81,Not Own Book,F,0
Government,190,75,Not Own Book,D,0
Government,132,60,Own a Book,B,1
Private,51,86,Own a Book,A,1
Government,209,66,Own a Book,F,0
Government,203,57,Own a Book,F,0
Government,136,80,Not Own Book,F,0
Government,165,65,Not Own Book,F,0
Government,143,68,Not Own Book,F,0
Private,82,87,Not Own Book,F,0
Government,103,67,Not Own Book,A,1
Private,57,91,Own a Book,F,1
Government,186,63,Own a Book,F,0
Government,192,80,Not Own Book,F,0
Government,127,64,Not Own Book,F,0
Government,116,69,Own a Book,D,1
Private,92,78,Own a Book,D,1
Government,117,80,Not Own Book,F,0
Private,75,97,Not Own Book,A,1
Government,146,77,Not Own Book,F,0
Government,83,71,Not Own Book,B,1
Government,158,69,Not Own Book,D,0
Government,154,54,Own a Book,C,0
Government,166,56,Not Own Book,F,0
Private,77,93,Not Own Book,B,1
Government,246,68,Not Own Book,F,0
Private,92,78,Own a Book,C,1
Government,151,55,Not Own Book,F,0
Government,155,76,Own a Book,B,1
Private,101,94,Own a Book,C,1
Government,188,54,Not Own Book,F,0
Private,56,89,Not Own Book,A,1
Private,89,90,Not Own Book,F,0
Private,93,83,Own a Book,A,1
Private,99,96,Not Own Book,D,1
Private,68,85,Own a Book,D,1
Government,128,52,Own a Book,F,0
Government,107,68,Not Own Book,F,0
Private,79,97,Own a Book,A,1
Government,182,66,Own a Book,F,1
Government,126,59,Own a Book,C,1
Government,143,76,Own a Book,D,0
Private,50,89,Own a Book,A,1
Government,217,69,Own a Book,B,1
Government,79,74,Own a Book,A,1
Private,80,83,Own a Book,F,0
Private,78,83,Own a Book,A,1
Government,152,77,Not Own Book,D,0
Government,153,60,Not Own Book,D,0
Private,59,99,Not Own Book,A,1
Government,135,82,Not Own Book,A,1
Private,89,79,Own a Book,B,1
Government,206,84,Own a Book,D,0
Private,68,89,Own a Book,D,1
Government,79,83,Not Own Book,B,1
Private,63,88,Own a Book,B,1
Private,102,86,Not Own Book,C,1
Private,64,86,Own a Book,C,1
Government,145,50,Own a Book,D,1
Private,96,94,Not Own Book,D,1
Government,126,62,Not Own Book,F,0
Private,72,94,Not Own Book,A,1
Government,185,86,Not Own Book,C,1
Government,227,64,Own a Book,F,0
Government,120,63,Own a Book,D,0
Government,212,80,Own a Book,D,0
Private,70,84,Own a Book,A,1
Private,61,97,Own a Book,A,1
Private,78,83,Own a Book,C,1
Private,57,98,Not Own Book,B,1
Government,171,66,Not Own Book,F,0
Private,120,90,Own a Book,C,1
Private,91,94,Own a Book,F,0
Private,73,91,Own a Book,D,0
Private,90,95,Own a Book,B,1
Private,61,77,Own a Book,F,0
Government,115,65,Not Own Book,C,1
Government,146,70,Not Own Book,F,0
Private,76,82,Own a Book,B,1
Government,91,79,Not Own Book,A,1
Private,70,84,Own a Book,A,1
Government,143,62,Not Own Book,F,0
Private,98,94,Own a Book,B,1
Government,91,59,Own a Book,F,0
Government,87,60,Not Own Book,F,0
Government,157,75,Not Own Book,D,0
Government,201,83,Not Own Book,D,0
Private,83,89,Own a Book,D,1
Private,79,76,Own a Book,B,1
Government,137,76,Not Own Book,F,0
Government,180,64,Not Own Book,D,0
Private,87,95,Not Own Book,A,1
Private,71,85,Not Own Book,B,1
Private,60,96,Own a Book,A,1
Private,60,85,Own a Book,A,1
Government,189,63,Own a Book,C,1
Government,80,50,Own a Book,F,0
Private,100,83,Not Own Book,C,1
Private,68,89,Not Own Book,B,1
Private,79,88,Own a Book,A,1
Private,85,92,Own a Book,B,1
Government,119,82,Own a Book,D,1
Government,129,70,Own a Book,B,1
Government,155,70,Not Own Book,A,1
Government,111,81,Not Own Book,F,0
Private,58,89,Not Own Book,B,1
Government,105,60,Own a Book,C,0
Government,204,64,Not Own Book,F,0
Government,167,50,Own a Book,F,0
Private,63,81,Not Own Book,B,1
Government,189,53,Not Own Book,C,1
Private,63,90,Own a Book,C,1
Government,62,82,Not Own Book,B,1
Private,85,81,Own a Book,B,1
Government,224,60,Own a Book,F,0
Government,175,79,Not Own Book,F,0
Government,65,65,Own a Book,D,0
Government,148,72,Not Own Book,F,0
Government,137,77,Not Own Book,F,0
Private,80,83,Not Own Book,C,1
Government,111,63,Own a Book,C,1
Private,69,84,Own a Book,B,1
Government,86,54,Own a Book,F,0
Government,159,74,Own a Book,C,1
Private,54,92,Own a Book,A,1
Government,169,70,Not Own Book,D,0
Government,116,83,Not Own Book,A,1
Private,50,86,Not Own Book,B,1
Government,185,76,Own a Book,F,0
Government,172,74,Own a Book,C,1
Government,210,62,Own a Book,B,1
Government,60,81,Own a Book,B,1
Government,120,71,Own a Book,B,1
Private,76,94,Own a Book,A,1
Government,175,56,Not Own Book,F,0
Government,84,71,Not Own Book,F,0
Government,169,65,Not Own Book,B,1
Government,124,61,Not Own Book,D,0
Government,66,84,Own a Book,C,0
Government,116,71,Not Own Book,F,0
Private,82,77,Own a Book,F,0
Private,50,84,Own a Book,A,1
Government,178,79,Own a Book,C,1
Government,162,61,Own a Book,A,1
Government,138,60,Not Own Book,F,0
Government,76,68,Not Own Book,B,1
Private,51,91,Not Own Book,A,1
Government,132,62,Own a Book,F,0
Government,99,73,Not Own Book,F,0
Private,69,88,Own a Book,C,1
Private,88,89,Not Own Book,B,1
Private,70,71,Own a Book,C,1
Private,70,88,Own a Book,A,1
Government,136,67,Not Own Book,C,1
Private,90,90,Own a Book,A,1
Private,94,83,Own a Book,D,1
Government,168,66,Own a Book,C,1
Government,156,75,Not Own Book,F,0
Government,160,84,Not Own Book,A,1
Private,96,78,Own a Book,C,1
Private,82,91,Not Own Book,A,1
Government,218,82,Own a Book,F,0
Private,68,92,Own a Book,B,1
Private,54,96,Own a Book,A,1
Government,119,64,Not Own Book,B,1
Private,66,96,Own a Book,A,1
Private,99,82,Own a Book,C,1
Private,86,88,Own a Book,C,1
Government,121,64,Not Own Book,C,1
Private,87,84,Not Own Book,A,1
Private,73,75,Own a Book,A,1
Government,223,50,Not Own Book,F,0
Government,134,81,Not Own Book,C,1
Private,51,75,Own a Book,B,1
Government,141,72,Not Own Book,D,0
Private,70,78,Own a Book,D,1
Government,89,61,Own a Book,C,1
Government,176,76,Not Own Book,D,0
Private,96,89,Own a Book,C,1
Private,58,87,Own a Book,C,1
Government,193,81,Own a Book,D,0
Private,65,85,Not Own Book,A,1
Private,74,96,Own a Book,A,1
Government,144,59,Own a Book,F,0
Government,148,58,Not Own Book,F,0
Private,82,87,Own a Book,B,1
Private,59,88,Own a Book,A,1
Private,94,81,Own a Book,D,1
Government,172,67,Not Own Book,F,0
Government,187,83,Own a Book,D,1
Government,114,66,Not Own Book,C,1
Private,58,74,Own a Book,A,1
Government,203,52,Not Own Book,A,1
Private,57,99,Own a Book,C,1
Government,156,84,Not Own Book,F,0
Private,90,84,Own a Book,C,1
Private,73,93,Own a Book,C,1
Private,92,89,Own a Book,B,1
Government,137,82,Own a Book,D,0
Government,92,59,Own a Book,C,1
Government,166,59,Not Own Book,F,0
Private,77,97,Own a Book,A,1
Private,115,77,Own a Book,B,1
Private,60,88,Own a Book,C,1
Government,138,69,Not Own Book,F,0
Private,64,93,Not Own Book,D,1
Government,143,71,Not Own Book,D,0
Government,141,68,Not Own Book,C,1
Private,61,85,Not Own Book,C,1
Private,82,81,Not Own Book,D,1
Private,71,86,Own a Book,B,1
Private,95,96,Not Own Book,C,1
Government,120,67,Not Own Book,F,0
Government,233,84,Own a Book,F,1
Private,79,93,Own a Book,B,1
Government,207,74,Not Own Book,F,0
Government,155,68,Not Own Book,F,0
Private,63,83,Own a Book,A,1
Government,138,86,Not Own Book,D,0
Government,87,77,Own a Book,F,0
Private,73,87,Own a Book,C,1
Private,77,99,Own a Book,C,1
Government,152,76,Not Own Book,C,1
Government,209,55,Not Own Book,F,0
Private,72,85,Own a Book,A,1
Government,64,77,Not Own Book,F,0
Government,300,85,Own a Book,D,0
Private,64,99,Own a Book,A,1
Government,193,70,Own a Book,F,0
Government,82,76,Own a Book,D,0
Government,161,63,Not Own Book,F,0
Government,114,61,Own a Book,F,0
Government,60,53,Not Own Book,D,1
Private,70,90,Own a Book,A,1
Government,147,82,Own a Book,F,0
Government,140,77,Own a Book,B,1
Private,78,88,Own a Book,A,1
Government,137,82,Own a Book,F,0
Private,76,99,Own a Book,B,1
Government,157,61,Not Own Book,F,0
Government,148,50,Own a Book,F,0
Government,142,73,Not Own Book,C,1
Private,61,95,Own a Book,B,1
Government,176,54,Not Own Book,D,1
Private,70,93,Own a Book,C,1
Private,69,85,Own a Book,C,1
Government,173,73,Own a Book,F,0
Government,159,60,Not Own Book,F,0
Private,64,81,Own a Book,B,1
Private,93,80,Not Own Book,D,0
Private,57,92,Not Own Book,A,1
Government,103,63,Own a Book,D,1
Private,85,89,Own a Book,C,1
Government,228,70,Not Own Book,F,0
Private,66,79,Not Own Book,A,1
Private,81,88,Own a Book,A,1
Private,57,89,Own a Book,A,1
Private,61,95,Not Own Book,D,1
Government,200,84,Own a Book,F,0
Government,166,59,Not Own Book,F,0
Government,202,73,Not Own Book,F,1
Government,198,50,Not Own Book,D,0
Government,60,78,Own a Book,B,1
Private,57,95,Own a Book,A,1
Government,162,50,Own a Book,F,0
Private,50,85,Not Own Book,B,1
Government,102,61,Not Own Book,F,0
Private,96,85,Not Own Book,B,1
Government,125,64,Not Own Book,F,0
Government,181,69,Own a Book,A,1
Government,148,79,Not Own Book,D,0
Government,119,66,Own a Book,C,1
